location,date,total_cases_per_million,total_deaths_per_million
Algeria,21-04-2020,61.983,8.757
Algeria,22-04-2020,64.103,8.939
Algeria,23-04-2020,66.361,9.167
Algeria,24-04-2020,68.573,9.281
Algeria,25-04-2020,71.31,9.464
Algeria,26-04-2020,74.251,9.555
Algeria,27-04-2020,77.125,9.692
Algeria,28-04-2020,80.203,9.852
Algeria,29-04-2020,83.214,9.966
Algeria,30-04-2020,87.752,10.125
Algeria,01-05-2020,91.355,10.262
Algeria,02-05-2020,94.73,10.33
Algeria,03-05-2020,97.945,10.467
Algeria,04-05-2020,102.027,10.558
Algeria,05-05-2020,105.995,10.604
Algeria,06-05-2020,110.328,10.718
Algeria,07-05-2020,113.954,10.855
Algeria,08-05-2020,118.173,11.015
Algeria,09-05-2020,122.437,11.129
Algeria,10-05-2020,126.747,11.265
Algeria,11-05-2020,130.51,11.448
Algeria,12-05-2020,134.341,11.562
Algeria,13-05-2020,138.355,11.744
Algeria,14-05-2020,142.596,11.904
Algeria,15-05-2020,146.906,12.064
Algeria,16-05-2020,151.171,12.223
Algeria,17-05-2020,155.549,12.36
Algeria,18-05-2020,160.065,12.497
Algeria,19-05-2020,164.215,12.656
Algeria,20-05-2020,168.229,12.793
Algeria,21-05-2020,171.991,12.953
Algeria,22-05-2020,176.233,13.113
Algeria,23-05-2020,180.566,13.272
Algeria,24-05-2020,185.013,13.5
Algeria,25-05-2020,189.414,13.683
Algeria,26-05-2020,193.906,13.888
Algeria,27-05-2020,198.331,14.07
Algeria,28-05-2020,201.979,14.207
Algeria,29-05-2020,205.172,14.367
Algeria,30-05-2020,208.296,14.549
Algeria,31-05-2020,211.329,14.732
Algeria,01-06-2020,214.225,14.891
Algeria,02-06-2020,216.939,15.074
Algeria,03-06-2020,219.516,15.211
Algeria,04-06-2020,219.516,15.211
Algeria,05-06-2020,224.191,15.53
Algeria,06-06-2020,226.562,15.735
Algeria,07-06-2020,229.185,15.918
Algeria,08-06-2020,231.557,16.123
Algeria,09-06-2020,234.088,16.305
Algeria,10-06-2020,236.756,16.51
Algeria,11-06-2020,239.082,16.693
Algeria,12-06-2020,241.477,16.898
Algeria,13-06-2020,243.962,17.126
Algeria,14-06-2020,246.516,17.331
Algeria,15-06-2020,249.002,17.491
Algeria,16-06-2020,251.556,17.719
Algeria,17-06-2020,254.201,17.97
Algeria,18-06-2020,256.961,18.221
Algeria,19-06-2020,259.629,18.494
Algeria,20-06-2020,262.343,18.814
Algeria,21-06-2020,265.239,19.087
Algeria,22-06-2020,268.431,19.27
Algeria,23-06-2020,271.829,19.429
Algeria,24-06-2020,275.387,19.635
Algeria,25-06-2020,279.309,19.817
Algeria,26-06-2020,283.802,20.022
Algeria,27-06-2020,289.275,20.182
Algeria,28-06-2020,295.728,20.342
Algeria,29-06-2020,302.684,20.456
Algeria,30-06-2020,309.48,20.638
Algeria,01-07-2020,317.142,20.798
Algeria,02-07-2020,325.465,20.98
Algeria,03-07-2020,334.245,21.163
Algeria,04-07-2020,343.663,21.368
Algeria,05-07-2020,353.469,21.573
Algeria,06-07-2020,363.526,21.71
Algeria,07-07-2020,374.085,21.869
Algeria,08-07-2020,384.917,22.075
Algeria,09-07-2020,395.612,22.303
Algeria,10-07-2020,406.102,22.531
Algeria,11-07-2020,415.999,22.713
Algeria,12-07-2020,426.717,22.896
Algeria,13-07-2020,437.732,23.055
Algeria,14-07-2020,448.997,23.215
Algeria,15-07-2020,461.015,23.443
Algeria,16-07-2020,473.649,23.717
Algeria,17-07-2020,486.99,23.99
Algeria,18-07-2020,500.513,24.104
Algeria,19-07-2020,514.218,24.355
Algeria,20-07-2020,526.418,24.583
Algeria,21-07-2020,540.261,24.788
Algeria,22-07-2020,553.647,25.085
Algeria,23-07-2020,567.193,25.336
Algeria,24-07-2020,581.149,25.632
Algeria,25-07-2020,596.542,25.906
Algeria,26-07-2020,610.339,26.134
Algeria,27-07-2020,623.862,26.339
Algeria,28-07-2020,637.91,26.522
Algeria,29-07-2020,652.55,26.772
Algeria,30-07-2020,666.552,27.046
Algeria,31-07-2020,680.28,27.365
Algeria,01-08-2020,693.119,27.593
Algeria,02-08-2020,705.798,27.89
Algeria,03-08-2020,717.543,28.072
Algeria,04-08-2020,729.105,28.255
Algeria,05-08-2020,741.237,28.46
Algeria,06-08-2020,753.802,28.756
Algeria,07-08-2020,766.823,29.03
Algeria,08-08-2020,778.887,29.235
Algeria,09-08-2020,791.156,29.486
Algeria,10-08-2020,803.037,29.691
Algeria,11-08-2020,814.393,29.919
Algeria,12-08-2020,825.613,30.148
Algeria,13-08-2020,836.901,30.398
Algeria,14-08-2020,848.03,30.581
Algeria,15-08-2020,858.908,30.809
Algeria,16-08-2020,869.603,31.014
Algeria,17-08-2020,879.865,31.242
Algeria,18-08-2020,889.945,31.447
Algeria,19-08-2020,899.5,31.721
Algeria,20-08-2020,908.69,31.972
Algeria,21-08-2020,918.063,32.177
Algeria,22-08-2020,927.39,32.337
Algeria,23-08-2020,936.534,32.474
Algeria,24-08-2020,945.474,32.724
Algeria,25-08-2020,954.55,32.975
Algeria,26-08-2020,962.987,33.203
Algeria,27-08-2020,971.904,33.409
Algeria,28-08-2020,980.957,33.637
Algeria,29-08-2020,989.783,33.819
Algeria,30-08-2020,998.426,34.001
Algeria,31-08-2020,1006.726,34.23
Algeria,01-09-2020,1014.662,34.435
Algeria,02-09-2020,1022.393,34.617
Algeria,03-09-2020,1029.804,34.777
Algeria,04-09-2020,1036.897,34.914
Algeria,05-09-2020,1043.829,35.096
Algeria,06-09-2020,1050.625,35.324
Algeria,07-09-2020,1057.307,35.484
Algeria,08-09-2020,1063.897,35.621
Algeria,09-09-2020,1070.396,35.826
Algeria,10-09-2020,1076.736,36.054
Algeria,11-09-2020,1082.939,36.282
Algeria,12-09-2020,1088.959,36.464
Algeria,13-09-2020,1094.774,36.601
Algeria,14-09-2020,1100.407,36.761
Algeria,15-09-2020,1105.926,36.943
Algeria,16-09-2020,1111.353,37.217
Algeria,17-09-2020,1116.644,37.513
Algeria,18-09-2020,1121.843,37.719
Algeria,19-09-2020,1126.838,37.833
Algeria,20-09-2020,1131.626,37.969
Algeria,21-09-2020,1136.256,38.129
Algeria,22-09-2020,1140.748,38.289
Algeria,23-09-2020,1145.104,38.517
Algeria,24-09-2020,1149.346,38.722
Algeria,25-09-2020,1153.428,38.836
Algeria,26-09-2020,1157.418,38.927
Algeria,27-09-2020,1161.067,39.018
Algeria,28-09-2020,1164.556,39.087
Algeria,29-09-2020,1167.886,39.201
Algeria,30-09-2020,1171.42,39.361
Algeria,01-10-2020,1175.115,39.543
Algeria,02-10-2020,1178.763,39.703
Algeria,03-10-2020,1182.344,39.885
Algeria,04-10-2020,1185.719,40.045
Algeria,05-10-2020,1188.934,40.136
Algeria,06-10-2020,1191.99,40.318
Algeria,07-10-2020,1194.932,40.432
Algeria,08-10-2020,1197.691,40.569
Algeria,09-10-2020,1200.838,40.66
Algeria,10-10-2020,1204.167,40.797
Algeria,11-10-2020,1207.269,40.934
Algeria,12-10-2020,1210.279,41.071
Algeria,13-10-2020,1213.768,41.253
Algeria,14-10-2020,1217.736,41.459
Algeria,15-10-2020,1221.955,41.664
Algeria,16-10-2020,1226.356,41.869
Algeria,17-10-2020,1231.168,41.983
Algeria,18-10-2020,1236.071,42.097
Algeria,19-10-2020,1240.609,42.325
Algeria,20-10-2020,1245.489,42.53
Algeria,21-10-2020,1250.575,42.53
Algeria,22-10-2020,1256.321,42.872
Algeria,23-10-2020,1262.387,43.055
Algeria,24-10-2020,1268.613,43.26
Algeria,25-10-2020,1274.314,43.488
Algeria,26-10-2020,1280.312,43.648
Algeria,27-10-2020,1286.606,43.83
Algeria,28-10-2020,1293.151,44.035
Algeria,29-10-2020,1300.448,44.263
Algeria,30-10-2020,1307.426,44.446
Algeria,31-10-2020,1314.701,44.606
Algeria,01-11-2020,1321.337,44.788
Algeria,02-11-2020,1328.862,44.993
Algeria,03-11-2020,1335.749,45.153
Algeria,04-11-2020,1344.985,45.358
Algeria,05-11-2020,1357.482,45.586
Algeria,06-11-2020,1372.122,45.86
Algeria,07-11-2020,1386.512,46.156
Algeria,08-11-2020,1399.761,46.43
Algeria,09-11-2020,1415.04,46.704
Algeria,10-11-2020,1429.681,47.023
Algeria,11-11-2020,1446.853,47.365
Algeria,12-11-2020,1465.347,47.73
Algeria,13-11-2020,1484.754,48.14
Algeria,14-11-2020,1504.525,48.46
Algeria,15-11-2020,1523.772,48.779
Algeria,16-11-2020,1543.384,49.121
Algeria,17-11-2020,1564.136,49.44
Algeria,18-11-2020,1586.986,49.851
Algeria,19-11-2020,1610.657,50.307
Algeria,20-11-2020,1633.986,50.717
Algeria,21-11-2020,1659.14,51.059
Algeria,22-11-2020,1682.377,51.082
Algeria,23-11-2020,1707.189,51.88
Algeria,24-11-2020,1730.107,52.313
Algeria,25-11-2020,1755.945,52.656
Algeria,26-11-2020,1779.319,53.112
Algeria,27-11-2020,1804.062,53.636
Andorra,03-03-2020,12.942,
Andorra,09-03-2020,,
Andorra,10-03-2020,,
Andorra,11-03-2020,,
Andorra,12-03-2020,,
Andorra,13-03-2020,,
Andorra,14-03-2020,25.885,
Andorra,15-03-2020,,
Andorra,16-03-2020,64.712,
Andorra,17-03-2020,181.195,
Andorra,18-03-2020,181.195,
Andorra,19-03-2020,685.951,
Andorra,20-03-2020,970.685,
Andorra,21-03-2020,970.685,
Andorra,22-03-2020,1138.937,
Andorra,23-03-2020,1462.499,
Andorra,24-03-2020,1721.349,
Andorra,25-03-2020,2122.565,
Andorra,26-03-2020,2433.184,
Andorra,27-03-2020,2899.113,38.827
Andorra,28-03-2020,3455.64,38.827
Andorra,29-03-2020,3986.281,51.77
Andorra,30-03-2020,4322.785,77.655
Andorra,31-03-2020,4788.714,103.54
Andorra,01-04-2020,4866.369,155.31
Andorra,02-04-2020,5047.564,181.195
Andorra,03-04-2020,5539.377,194.137
Andorra,04-04-2020,5681.745,207.08
Andorra,05-04-2020,6031.191,220.022
Andorra,06-04-2020,6484.178,232.964
Andorra,07-04-2020,6807.74,271.792
Andorra,08-04-2020,7053.647,284.734
Andorra,09-04-2020,7299.553,297.677
Andorra,10-04-2020,7545.46,323.562
Andorra,11-04-2020,7778.425,336.504
Andorra,12-04-2020,8050.217,362.389
Andorra,13-04-2020,8257.296,375.332
Andorra,14-04-2020,8360.836,375.332
Andorra,15-04-2020,8529.088,401.217
Andorra,16-04-2020,8710.283,427.102
Andorra,17-04-2020,8826.765,427.102
Andorra,18-04-2020,9007.96,452.986
Andorra,19-04-2020,9111.499,452.986
Andorra,20-04-2020,9227.982,465.929
Andorra,21-04-2020,9279.752,465.929
Andorra,22-04-2020,9279.752,478.871
Andorra,23-04-2020,9357.406,478.871
Andorra,24-04-2020,9370.349,478.871
Andorra,25-04-2020,9460.946,517.699
Andorra,26-04-2020,9486.831,517.699
Andorra,27-04-2020,9577.428,517.699
Andorra,28-04-2020,9616.256,517.699
Andorra,29-04-2020,9616.256,530.641
Andorra,30-04-2020,9616.256,543.584
Andorra,01-05-2020,9642.141,543.584
Andorra,02-05-2020,9655.083,556.526
Andorra,03-05-2020,9668.026,569.469
Andorra,04-05-2020,9680.968,582.411
Andorra,05-05-2020,9706.853,582.411
Andorra,06-05-2020,9719.796,595.354
Andorra,07-05-2020,9719.796,595.354
Andorra,08-05-2020,9732.738,608.296
Andorra,09-05-2020,9732.738,608.296
Andorra,10-05-2020,9758.623,621.239
Andorra,11-05-2020,9771.565,621.239
Andorra,12-05-2020,9784.508,621.239
Andorra,13-05-2020,9810.393,621.239
Andorra,14-05-2020,9836.278,634.181
Andorra,15-05-2020,9849.22,634.181
Andorra,16-05-2020,9849.22,634.181
Andorra,17-05-2020,9849.22,660.066
Andorra,18-05-2020,9849.22,660.066
Andorra,19-05-2020,9849.22,660.066
Andorra,20-05-2020,9849.22,660.066
Andorra,21-05-2020,9862.163,660.066
Andorra,22-05-2020,9862.163,660.066
Andorra,23-05-2020,9862.163,660.066
Andorra,24-05-2020,9862.163,660.066
Andorra,25-05-2020,9875.105,660.066
Andorra,26-05-2020,9875.105,660.066
Andorra,27-05-2020,9875.105,660.066
Andorra,28-05-2020,9875.105,660.066
Andorra,29-05-2020,9875.105,660.066
Andorra,30-05-2020,9888.048,660.066
Andorra,31-05-2020,9888.048,660.066
Andorra,01-06-2020,9888.048,660.066
Andorra,02-06-2020,9900.99,660.066
Andorra,03-06-2020,10923.445,660.066
Andorra,04-06-2020,11014.043,660.066
Andorra,05-06-2020,11026.985,660.066
Andorra,06-06-2020,11026.985,660.066
Andorra,07-06-2020,11026.985,660.066
Andorra,08-06-2020,11026.985,660.066
Andorra,09-06-2020,11026.985,660.066
Andorra,10-06-2020,11026.985,660.066
Andorra,11-06-2020,11026.985,660.066
Andorra,12-06-2020,11026.985,660.066
Andorra,13-06-2020,11039.928,660.066
Andorra,14-06-2020,11039.928,660.066
Andorra,15-06-2020,11039.928,660.066
Andorra,16-06-2020,11039.928,660.066
Andorra,17-06-2020,11052.87,673.008
Andorra,18-06-2020,11052.87,673.008
Andorra,19-06-2020,11065.812,673.008
Andorra,20-06-2020,11065.812,673.008
Andorra,21-06-2020,11065.812,673.008
Andorra,22-06-2020,11065.812,673.008
Andorra,23-06-2020,11065.812,673.008
Andorra,24-06-2020,11065.812,673.008
Andorra,25-06-2020,11065.812,673.008
Andorra,26-06-2020,11065.812,673.008
Andorra,27-06-2020,11065.812,673.008
Andorra,28-06-2020,11065.812,673.008
Andorra,29-06-2020,11065.812,673.008
Andorra,30-06-2020,11065.812,673.008
Andorra,01-07-2020,11065.812,673.008
Andorra,02-07-2020,11065.812,673.008
Andorra,03-07-2020,11065.812,673.008
Andorra,04-07-2020,11065.812,673.008
Andorra,05-07-2020,11065.812,673.008
Andorra,06-07-2020,11065.812,673.008
Andorra,07-07-2020,11065.812,673.008
Andorra,08-07-2020,11065.812,673.008
Andorra,09-07-2020,11065.812,673.008
Andorra,10-07-2020,11065.812,673.008
Andorra,11-07-2020,11065.812,673.008
Andorra,12-07-2020,11065.812,673.008
Andorra,13-07-2020,11065.812,673.008
Andorra,14-07-2020,11104.64,673.008
Andorra,15-07-2020,11143.467,673.008
Andorra,16-07-2020,11156.41,673.008
Andorra,17-07-2020,11350.547,673.008
Andorra,18-07-2020,11389.374,673.008
Andorra,19-07-2020,11389.374,673.008
Andorra,20-07-2020,11389.374,673.008
Andorra,21-07-2020,11441.144,673.008
Andorra,22-07-2020,11441.144,673.008
Andorra,23-07-2020,11505.856,673.008
Andorra,24-07-2020,11505.856,673.008
Andorra,25-07-2020,11505.856,673.008
Andorra,26-07-2020,11609.396,673.008
Andorra,27-07-2020,11609.396,673.008
Andorra,28-07-2020,11738.821,673.008
Andorra,29-07-2020,11738.821,673.008
Andorra,30-07-2020,11881.188,673.008
Andorra,31-07-2020,11932.958,673.008
Andorra,01-08-2020,11971.785,673.008
Andorra,02-08-2020,11971.785,673.008
Andorra,03-08-2020,11971.785,673.008
Andorra,04-08-2020,12127.095,673.008
Andorra,05-08-2020,12152.98,673.008
Andorra,06-08-2020,12152.98,673.008
Andorra,07-08-2020,12217.692,673.008
Andorra,08-08-2020,12360.06,673.008
Andorra,09-08-2020,12373.002,673.008
Andorra,10-08-2020,12373.002,673.008
Andorra,11-08-2020,12463.599,673.008
Andorra,12-08-2020,12463.599,673.008
Andorra,13-08-2020,12644.794,685.951
Andorra,14-08-2020,12696.564,685.951
Andorra,15-08-2020,12800.104,685.951
Andorra,16-08-2020,12800.104,685.951
Andorra,17-08-2020,12800.104,685.951
Andorra,18-08-2020,13007.183,685.951
Andorra,19-08-2020,13007.183,685.951
Andorra,20-08-2020,13253.09,685.951
Andorra,21-08-2020,13253.09,685.951
Andorra,22-08-2020,13524.882,685.951
Andorra,23-08-2020,13524.882,685.951
Andorra,24-08-2020,13524.882,685.951
Andorra,25-08-2020,13719.019,685.951
Andorra,26-08-2020,13719.019,685.951
Andorra,27-08-2020,14210.833,685.951
Andorra,28-08-2020,14210.833,685.951
Andorra,29-08-2020,14547.337,685.951
Andorra,30-08-2020,14547.337,685.951
Andorra,31-08-2020,14547.337,685.951
Andorra,01-09-2020,15220.346,685.951
Andorra,02-09-2020,15323.885,685.951
Andorra,03-09-2020,15518.022,685.951
Andorra,04-09-2020,15518.022,685.951
Andorra,05-09-2020,15725.102,685.951
Andorra,06-09-2020,15725.102,685.951
Andorra,07-09-2020,15725.102,685.951
Andorra,08-09-2020,16320.456,685.951
Andorra,09-09-2020,16320.456,685.951
Andorra,10-09-2020,16838.154,685.951
Andorra,11-09-2020,16838.154,685.951
Andorra,12-09-2020,17394.681,685.951
Andorra,13-09-2020,17394.681,685.951
Andorra,14-09-2020,17394.681,685.951
Andorra,15-09-2020,18611.273,685.951
Andorra,16-09-2020,18611.273,685.951
Andorra,17-09-2020,18611.273,685.951
Andorra,18-09-2020,19193.684,685.951
Andorra,19-09-2020,20242.024,685.951
Andorra,20-09-2020,20242.024,685.951
Andorra,21-09-2020,20242.024,685.951
Andorra,22-09-2020,21756.293,685.951
Andorra,23-09-2020,21756.293,685.951
Andorra,24-09-2020,22688.151,685.951
Andorra,25-09-2020,22688.151,685.951
Andorra,26-09-2020,23762.376,685.951
Andorra,27-09-2020,23762.376,685.951
Andorra,28-09-2020,23762.376,685.951
Andorra,29-09-2020,25444.897,685.951
Andorra,30-09-2020,25444.897,685.951
Andorra,01-10-2020,26532.065,685.951
Andorra,02-10-2020,26532.065,685.951
Andorra,03-10-2020,27308.613,685.951
Andorra,04-10-2020,27308.613,685.951
Andorra,05-10-2020,27308.613,685.951
Andorra,06-10-2020,30673.656,685.951
Andorra,07-10-2020,30673.656,685.951
Andorra,08-10-2020,33236.265,685.951
Andorra,09-10-2020,33236.265,698.893
Andorra,10-10-2020,34892.901,711.836
Andorra,11-10-2020,34892.901,711.836
Andorra,12-10-2020,34892.901,711.836
Andorra,13-10-2020,38762.7,737.721
Andorra,14-10-2020,38762.7,737.721
Andorra,15-10-2020,41286.482,763.606
Andorra,16-10-2020,41286.482,763.606
Andorra,17-10-2020,43706.724,763.606
Andorra,18-10-2020,43706.724,763.606
Andorra,19-10-2020,43706.724,763.606
Andorra,20-10-2020,46890.571,802.433
Andorra,21-10-2020,46890.571,802.433
Andorra,22-10-2020,49323.756,815.376
Andorra,23-10-2020,49323.756,815.376
Andorra,24-10-2020,52261.697,893.03
Andorra,25-10-2020,52261.697,893.03
Andorra,26-10-2020,52261.697,893.03
Andorra,27-10-2020,55976.186,931.858
Andorra,28-10-2020,57076.296,931.858
Andorra,29-10-2020,58461.14,931.858
Andorra,30-10-2020,59108.264,944.8
Andorra,31-10-2020,60376.626,970.685
Andorra,01-11-2020,61554.391,970.685
Andorra,02-11-2020,62447.421,970.685
Andorra,03-11-2020,63262.797,970.685
Andorra,04-11-2020,63547.531,970.685
Andorra,05-11-2020,65294.765,970.685
Andorra,06-11-2020,66459.587,970.685
Andorra,07-11-2020,66459.587,970.685
Andorra,08-11-2020,68841.002,970.685
Andorra,09-11-2020,69669.32,970.685
Andorra,10-11-2020,70368.213,970.685
Andorra,11-11-2020,70885.912,970.685
Andorra,12-11-2020,72050.734,970.685
Andorra,13-11-2020,72684.916,970.685
Andorra,14-11-2020,74095.645,970.685
Andorra,15-11-2020,74095.645,970.685
Andorra,16-11-2020,75998.188,983.628
Andorra,17-11-2020,76541.772,983.628
Andorra,18-11-2020,77020.643,983.628
Andorra,19-11-2020,77887.789,983.628
Andorra,20-11-2020,78509.027,983.628
Andorra,21-11-2020,79492.655,983.628
Andorra,22-11-2020,80333.916,983.628
Andorra,23-11-2020,80968.097,983.628
Andorra,24-11-2020,81589.335,983.628
Andorra,25-11-2020,82197.632,983.628
Andorra,26-11-2020,83194.202,983.628
Andorra,27-11-2020,84566.104,983.628
Andorra,28-11-2020,85549.731,983.628
Angola,22-03-2020,0.061,
Angola,23-03-2020,0.061,
Angola,24-03-2020,0.061,
Angola,25-03-2020,0.061,
Angola,26-03-2020,0.061,
Angola,27-03-2020,0.091,
Angola,28-03-2020,0.122,
Angola,29-03-2020,0.122,
Angola,30-03-2020,0.213,0.061
Angola,31-03-2020,0.213,0.061
Angola,01-04-2020,0.213,0.061
Angola,02-04-2020,0.243,0.061
Angola,03-04-2020,0.243,0.061
Angola,04-04-2020,0.243,0.061
Angola,05-04-2020,0.304,0.061
Angola,06-04-2020,0.426,0.061
Angola,07-04-2020,0.487,0.061
Angola,08-04-2020,0.517,0.061
Angola,09-04-2020,0.578,0.061
Angola,10-04-2020,0.578,0.061
Angola,11-04-2020,0.578,0.061
Angola,12-04-2020,0.578,0.061
Angola,13-04-2020,0.578,0.061
Angola,14-04-2020,0.578,0.061
Angola,15-04-2020,0.578,0.061
Angola,16-04-2020,0.578,0.061
Angola,17-04-2020,0.578,0.061
Angola,18-04-2020,0.578,0.061
Angola,19-04-2020,0.73,0.061
Angola,20-04-2020,0.73,0.061
Angola,21-04-2020,0.73,0.061
Angola,22-04-2020,0.73,0.061
Angola,23-04-2020,0.73,0.061
Angola,24-04-2020,0.761,0.061
Angola,25-04-2020,0.761,0.061
Angola,26-04-2020,0.761,0.061
Angola,27-04-2020,0.791,0.061
Angola,28-04-2020,0.822,0.061
Angola,29-04-2020,0.822,0.061
Angola,30-04-2020,0.822,0.061
Angola,01-05-2020,0.822,0.061
Angola,02-05-2020,0.882,0.061
Angola,03-05-2020,1.065,0.061
Angola,04-05-2020,1.065,0.061
Angola,05-05-2020,1.065,0.061
Angola,06-05-2020,1.095,0.061
Angola,07-05-2020,1.095,0.061
Angola,08-05-2020,1.095,0.061
Angola,09-05-2020,1.308,0.061
Angola,10-05-2020,1.308,0.061
Angola,11-05-2020,1.369,0.061
Angola,12-05-2020,1.369,0.061
Angola,13-05-2020,1.369,0.061
Angola,14-05-2020,1.369,0.061
Angola,15-05-2020,1.46,0.061
Angola,16-05-2020,1.46,0.061
Angola,17-05-2020,1.46,0.061
Angola,18-05-2020,1.46,0.061
Angola,19-05-2020,1.46,0.061
Angola,20-05-2020,1.521,0.061
Angola,21-05-2020,1.582,0.091
Angola,22-05-2020,1.765,0.091
Angola,23-05-2020,1.826,0.091
Angola,24-05-2020,1.826,0.091
Angola,25-05-2020,2.099,0.122
Angola,26-05-2020,2.099,0.122
Angola,27-05-2020,2.16,0.122
Angola,28-05-2020,2.16,0.122
Angola,29-05-2020,2.221,0.122
Angola,30-05-2020,2.343,0.122
Angola,31-05-2020,2.556,0.122
Angola,01-06-2020,2.617,0.122
Angola,02-06-2020,2.617,0.122
Angola,03-06-2020,2.617,0.122
Angola,04-06-2020,2.617,0.122
Angola,05-06-2020,2.617,0.122
Angola,06-06-2020,2.617,0.122
Angola,07-06-2020,2.617,0.122
Angola,08-06-2020,2.769,0.122
Angola,09-06-2020,2.799,0.122
Angola,10-06-2020,2.921,0.122
Angola,11-06-2020,3.438,0.122
Angola,12-06-2020,3.59,0.152
Angola,13-06-2020,3.955,0.152
Angola,14-06-2020,4.199,0.183
Angola,15-06-2020,4.26,0.183
Angola,16-06-2020,4.321,0.183
Angola,17-06-2020,4.321,0.183
Angola,18-06-2020,4.716,0.213
Angola,19-06-2020,4.716,0.213
Angola,20-06-2020,5.051,0.243
Angola,21-06-2020,5.233,0.243
Angola,22-06-2020,5.355,0.274
Angola,23-06-2020,5.568,0.274
Angola,24-06-2020,5.659,0.304
Angola,25-06-2020,5.751,0.304
Angola,26-06-2020,5.994,0.304
Angola,27-06-2020,6.45,0.304
Angola,28-06-2020,7.424,0.304
Angola,29-06-2020,8.124,0.335
Angola,30-06-2020,8.398,0.335
Angola,01-07-2020,8.641,0.396
Angola,02-07-2020,8.854,0.456
Angola,03-07-2020,9.584,0.517
Angola,04-07-2020,9.98,0.548
Angola,05-07-2020,10.528,0.578
Angola,06-07-2020,10.528,0.578
Angola,07-07-2020,10.74,0.578
Angola,08-07-2020,10.74,0.578
Angola,09-07-2020,11.745,0.639
Angola,10-07-2020,12.049,0.669
Angola,11-07-2020,13.935,0.7
Angola,12-07-2020,14.696,0.761
Angola,13-07-2020,15.396,0.791
Angola,14-07-2020,15.396,0.791
Angola,15-07-2020,15.974,0.791
Angola,16-07-2020,17.526,0.822
Angola,17-07-2020,18.469,0.852
Angola,18-07-2020,19.412,0.882
Angola,19-07-2020,20.903,0.882
Angola,20-07-2020,21.451,0.882
Angola,21-07-2020,22.789,0.882
Angola,22-07-2020,22.789,0.882
Angola,23-07-2020,23.702,0.913
Angola,24-07-2020,24.706,1.004
Angola,25-07-2020,25.893,1.004
Angola,26-07-2020,26.775,1.065
Angola,27-07-2020,28.296,1.217
Angola,28-07-2020,28.357,1.217
Angola,29-07-2020,28.905,1.247
Angola,30-07-2020,30.426,1.43
Angola,31-07-2020,32.8,1.46
Angola,01-08-2020,33.743,1.552
Angola,02-08-2020,33.895,1.582
Angola,03-08-2020,34.929,1.582
Angola,04-08-2020,35.416,1.643
Angola,05-08-2020,35.416,1.643
Angola,06-08-2020,40.893,1.795
Angola,07-08-2020,42.445,1.886
Angola,08-08-2020,45.122,1.947
Angola,09-08-2020,45.122,1.947
Angola,10-08-2020,47.83,2.13
Angola,11-08-2020,50.873,2.282
Angola,12-08-2020,51.086,2.373
Angola,13-08-2020,52.79,2.434
Angola,14-08-2020,53.611,2.434
Angola,15-08-2020,55.224,2.525
Angola,16-08-2020,56.35,2.617
