location,date,total_cases_per_million,total_deaths_per_million
Morocco,20-08-2020,1254.736,20.13
Morocco,21-08-2020,1290.633,20.997
Morocco,22-08-2020,1334.225,22.135
Morocco,23-08-2020,1376.625,23.245
Morocco,24-08-2020,1418.266,24.058
Morocco,25-08-2020,1442.731,24.925
Morocco,26-08-2020,1477.301,25.873
Morocco,27-08-2020,1513.496,26.659
Morocco,28-08-2020,1546.576,27.391
Morocco,29-08-2020,1584.614,28.501
Morocco,30-08-2020,1627.068,29.206
Morocco,31-08-2020,1663.454,30.1
Morocco,01-09-2020,1695.721,30.913
Morocco,02-09-2020,1727.988,32.078
Morocco,03-09-2020,1773.287,32.945
Morocco,04-09-2020,1811.27,33.947
Morocco,05-09-2020,1858.682,35.004
Morocco,06-09-2020,1900.811,36.006
Morocco,07-09-2020,1961.336,36.873
Morocco,08-09-2020,1998.886,37.767
Morocco,09-09-2020,2051.473,38.661
Morocco,10-09-2020,2109.911,39.365
Morocco,11-09-2020,2161.089,40.395
Morocco,12-09-2020,2226.924,41.289
Morocco,13-09-2020,2287.557,42.075
Morocco,14-09-2020,2348.542,42.752
Morocco,15-09-2020,2389.641,43.727
Morocco,16-09-2020,2447.105,44.648
Morocco,17-09-2020,2492.945,45.678
Morocco,18-09-2020,2560.351,46.437
Morocco,19-09-2020,2635.127,47.547
Morocco,20-09-2020,2704.267,48.631
Morocco,21-09-2020,2756.474,49.579
Morocco,22-09-2020,2793.753,50.257
Morocco,23-09-2020,2854.089,51.178
Morocco,24-09-2020,2919.029,51.963
Morocco,25-09-2020,2982.859,52.993
Morocco,26-09-2020,3048.504,54.131
Morocco,27-09-2020,3122.169,55.296
Morocco,28-09-2020,3188.383,56.054
Morocco,29-09-2020,3226.909,57.246
Morocco,30-09-2020,3283.153,58.303
Morocco,01-10-2020,3350.071,59.441
Morocco,02-10-2020,3414.849,60.389
Morocco,03-10-2020,3483.15,61.31
Morocco,04-10-2020,3555.297,62.123
Morocco,05-10-2020,3610.674,63.126
Morocco,06-10-2020,3649.227,64.182
Morocco,07-10-2020,3718.394,65.293
Morocco,08-10-2020,3793.603,66.079
Morocco,09-10-2020,3872.957,67.352
Morocco,10-10-2020,3966.291,68.544
Morocco,11-10-2020,4059.57,69.682
Morocco,12-10-2020,4129.008,70.576
Morocco,13-10-2020,4165.773,71.416
Morocco,14-10-2020,4252.063,72.743
Morocco,15-10-2020,4343.825,73.854
Morocco,16-10-2020,4433.691,75.1
Morocco,17-10-2020,4528.46,76.347
Morocco,18-10-2020,4630.41,77.972
Morocco,19-10-2020,4704.128,79.327
Morocco,20-10-2020,4761.483,80.627
Morocco,21-10-2020,4849.642,82.009
Morocco,22-10-2020,4946.552,83.906
Morocco,23-10-2020,5059.013,84.854
Morocco,24-10-2020,5158.849,86.832
Morocco,25-10-2020,5268.438,88.186
Morocco,26-10-2020,5350.258,89.432
Morocco,27-10-2020,5411.595,91.383
Morocco,28-10-2020,5519.64,93.334
Morocco,29-10-2020,5627.604,94.986
Morocco,30-10-2020,5744.644,96.774
Morocco,31-10-2020,5832.857,98.21
Morocco,01-11-2020,5935.537,100.107
Morocco,02-11-2020,6029.278,101.922
Morocco,03-11-2020,6097.713,103.656
Morocco,04-11-2020,6219.494,105.661
Morocco,05-11-2020,6375.141,107.882
Morocco,06-11-2020,6527.97,109.969
Morocco,07-11-2020,6674.215,111.811
Morocco,08-11-2020,6832.327,113.707
Morocco,09-11-2020,6956.844,115.739
Morocco,10-11-2020,7042.727,118.015
Morocco,11-11-2020,7183.988,119.884
Morocco,12-11-2020,7331.94,122.079
Morocco,13-11-2020,7499.778,123.813
Morocco,14-11-2020,7649.193,125.465
Morocco,15-11-2020,7808.362,127.254
Morocco,16-11-2020,7942.903,129.475
Morocco,17-11-2020,8024.506,131.399
Morocco,18-11-2020,8171.212,133.62
Morocco,19-11-2020,8317.268,135.815
Morocco,20-11-2020,8440.783,137.901
Morocco,21-11-2020,8568.28,140.393
Morocco,22-11-2020,8695.669,142.398
Morocco,23-11-2020,8695.669,142.398
Morocco,24-11-2020,8873.559,146.191
Morocco,25-11-2020,8981.902,148.169
Morocco,26-11-2020,9116.795,150.065
Morocco,27-11-2020,9229.988,152.233
Morocco,28-11-2020,9354.397,154.129
Mozambique,23-03-2020,0.032,
Mozambique,24-03-2020,0.032,
Mozambique,25-03-2020,0.032,
Mozambique,26-03-2020,0.16,
Mozambique,27-03-2020,0.224,
Mozambique,28-03-2020,0.224,
Mozambique,29-03-2020,0.256,
Mozambique,30-03-2020,0.256,
Mozambique,31-03-2020,0.256,
Mozambique,01-04-2020,0.256,
Mozambique,02-04-2020,0.32,
Mozambique,03-04-2020,0.32,
Mozambique,04-04-2020,0.32,
Mozambique,05-04-2020,0.32,
Mozambique,06-04-2020,0.32,
Mozambique,07-04-2020,0.32,
Mozambique,08-04-2020,0.32,
Mozambique,09-04-2020,0.544,
Mozambique,10-04-2020,0.544,
Mozambique,11-04-2020,0.64,
Mozambique,12-04-2020,0.64,
Mozambique,13-04-2020,0.672,
Mozambique,14-04-2020,0.864,
Mozambique,15-04-2020,0.896,
Mozambique,16-04-2020,0.928,
Mozambique,17-04-2020,0.992,
Mozambique,18-04-2020,1.088,
Mozambique,19-04-2020,1.12,
Mozambique,20-04-2020,1.248,
Mozambique,21-04-2020,1.248,
Mozambique,22-04-2020,1.248,
Mozambique,23-04-2020,1.312,
Mozambique,24-04-2020,1.472,
Mozambique,25-04-2020,2.08,
Mozambique,26-04-2020,2.24,
Mozambique,27-04-2020,2.432,
Mozambique,28-04-2020,2.432,
Mozambique,29-04-2020,2.432,
Mozambique,30-04-2020,2.432,
Mozambique,01-05-2020,2.432,
Mozambique,02-05-2020,2.528,
Mozambique,03-05-2020,2.528,
Mozambique,04-05-2020,2.56,
Mozambique,05-05-2020,2.56,
Mozambique,06-05-2020,2.592,
Mozambique,07-05-2020,2.592,
Mozambique,08-05-2020,2.592,
Mozambique,09-05-2020,2.624,
Mozambique,10-05-2020,2.784,
Mozambique,11-05-2020,2.911,
Mozambique,12-05-2020,3.295,
Mozambique,13-05-2020,3.327,
Mozambique,14-05-2020,3.423,
Mozambique,15-05-2020,3.679,
Mozambique,16-05-2020,3.807,
Mozambique,17-05-2020,4.127,
Mozambique,18-05-2020,4.383,
Mozambique,19-05-2020,4.639,
Mozambique,20-05-2020,4.671,
Mozambique,21-05-2020,4.991,
Mozambique,22-05-2020,5.183,
Mozambique,23-05-2020,5.247,
Mozambique,24-05-2020,5.375,
Mozambique,25-05-2020,6.207,
Mozambique,26-05-2020,6.687,0.032
Mozambique,27-05-2020,6.815,0.032
Mozambique,28-05-2020,7.263,0.032
Mozambique,29-05-2020,7.455,0.064
Mozambique,30-05-2020,7.487,0.064
Mozambique,31-05-2020,7.807,0.064
Mozambique,01-06-2020,8.127,0.064
Mozambique,02-06-2020,8.127,0.064
Mozambique,03-06-2020,9.822,0.064
Mozambique,04-06-2020,10.11,0.064
Mozambique,05-06-2020,11.262,0.064
Mozambique,06-06-2020,11.326,0.064
Mozambique,07-06-2020,13.15,0.064
Mozambique,08-06-2020,13.63,0.064
Mozambique,09-06-2020,13.854,0.064
Mozambique,10-06-2020,14.493,0.064
Mozambique,11-06-2020,15.101,0.064
Mozambique,12-06-2020,15.645,0.064
Mozambique,13-06-2020,16.285,0.064
Mozambique,14-06-2020,17.693,0.064
Mozambique,15-06-2020,18.653,0.096
Mozambique,16-06-2020,19.485,0.096
Mozambique,17-06-2020,20.412,0.128
Mozambique,18-06-2020,20.828,0.128
Mozambique,19-06-2020,21.18,0.128
Mozambique,20-06-2020,21.372,0.128
Mozambique,21-06-2020,22.012,0.128
Mozambique,22-06-2020,23.452,0.16
Mozambique,23-06-2020,23.58,0.16
Mozambique,24-06-2020,24.22,0.16
Mozambique,25-06-2020,24.38,0.16
Mozambique,26-06-2020,25.212,0.16
Mozambique,27-06-2020,26.107,0.16
Mozambique,28-06-2020,26.843,0.16
Mozambique,29-06-2020,27.483,0.16
Mozambique,30-06-2020,28.251,0.192
Mozambique,01-07-2020,28.443,0.192
Mozambique,02-07-2020,28.891,0.192
Mozambique,03-07-2020,29.371,0.192
Mozambique,04-07-2020,30.043,0.192
Mozambique,05-07-2020,31.003,0.224
Mozambique,06-07-2020,31.579,0.256
Mozambique,07-07-2020,32.378,0.256
Mozambique,08-07-2020,33.274,0.256
Mozambique,09-07-2020,34.266,0.256
Mozambique,10-07-2020,34.938,0.288
Mozambique,11-07-2020,35.546,0.288
Mozambique,12-07-2020,36.314,0.288
Mozambique,13-07-2020,37.018,0.288
Mozambique,14-07-2020,39.001,0.288
Mozambique,15-07-2020,40.569,0.288
Mozambique,16-07-2020,42.553,0.288
Mozambique,17-07-2020,44.248,0.288
Mozambique,18-07-2020,44.856,0.288
Mozambique,19-07-2020,45.912,0.32
Mozambique,20-07-2020,47.704,0.32
Mozambique,21-07-2020,48.216,0.352
Mozambique,22-07-2020,49.143,0.352
Mozambique,23-07-2020,49.815,0.352
Mozambique,24-07-2020,50.615,0.352
Mozambique,25-07-2020,50.871,0.352
Mozambique,26-07-2020,51.703,0.352
Mozambique,27-07-2020,53.399,0.352
Mozambique,28-07-2020,54.423,0.352
Mozambique,29-07-2020,55.03,0.352
Mozambique,30-07-2020,55.926,0.352
Mozambique,31-07-2020,57.846,0.352
Mozambique,01-08-2020,59.638,0.352
Mozambique,02-08-2020,61.013,0.352
Mozambique,03-08-2020,62.261,0.416
Mozambique,04-08-2020,63.125,0.448
Mozambique,05-08-2020,64.917,0.48
Mozambique,06-08-2020,66.516,0.48
Mozambique,07-08-2020,67.828,0.48
Mozambique,08-08-2020,70.804,0.48
Mozambique,09-08-2020,71.7,0.512
Mozambique,10-08-2020,72.595,0.512
Mozambique,11-08-2020,77.139,0.512
Mozambique,12-08-2020,79.378,0.544
Mozambique,13-08-2020,81.874,0.608
Mozambique,14-08-2020,84.401,0.608
Mozambique,15-08-2020,86.641,0.608
Mozambique,16-08-2020,89.296,0.608
Mozambique,17-08-2020,91.344,0.608
Mozambique,18-08-2020,93.232,0.608
Mozambique,19-08-2020,93.232,0.608
Mozambique,20-08-2020,97.423,0.608
Mozambique,21-08-2020,99.663,0.64
Mozambique,22-08-2020,102.222,0.64
Mozambique,23-08-2020,105.71,0.64
Mozambique,24-08-2020,108.621,0.64
Mozambique,25-08-2020,110.061,0.672
Mozambique,26-08-2020,112.236,0.672
Mozambique,27-08-2020,114.86,0.672
Mozambique,28-08-2020,116.812,0.672
Mozambique,29-08-2020,118.283,0.672
Mozambique,30-08-2020,120.299,0.704
Mozambique,31-08-2020,122.251,0.736
Mozambique,01-09-2020,125.29,0.736
Mozambique,02-09-2020,129.226,0.736
Mozambique,03-09-2020,131.721,0.8
Mozambique,04-09-2020,134.601,0.832
Mozambique,05-09-2020,136.456,0.832
Mozambique,06-09-2020,138.888,0.832
Mozambique,07-09-2020,142.183,0.864
Mozambique,08-09-2020,145.799,0.864
Mozambique,09-09-2020,148.678,0.896
Mozambique,10-09-2020,152.421,0.896
Mozambique,11-09-2020,154.597,0.992
Mozambique,12-09-2020,157.349,0.992
Mozambique,13-09-2020,161.252,1.12
Mozambique,14-09-2020,168.579,1.12
Mozambique,15-09-2020,175.393,1.12
Mozambique,16-09-2020,182.784,1.184
Mozambique,17-09-2020,191.775,1.248
Mozambique,18-09-2020,197.118,1.248
Mozambique,19-09-2020,200.413,1.28
Mozambique,20-09-2020,209.148,1.312
Mozambique,21-09-2020,216.634,1.376
Mozambique,22-09-2020,221.146,1.408
Mozambique,23-09-2020,227.608,1.44
Mozambique,24-09-2020,232.344,1.568
Mozambique,25-09-2020,236.727,1.632
Mozambique,26-09-2020,242.806,1.696
Mozambique,27-09-2020,248.181,1.728
Mozambique,28-09-2020,255.412,1.856
Mozambique,29-09-2020,265.17,1.888
Mozambique,30-09-2020,273.744,1.888
Mozambique,01-10-2020,279.247,1.952
Mozambique,02-10-2020,284.367,1.984
Mozambique,03-10-2020,287.278,2.048
Mozambique,04-10-2020,289.518,2.048
Mozambique,05-10-2020,294.221,2.112
Mozambique,06-10-2020,297.42,2.112
Mozambique,07-10-2020,300.684,2.144
Mozambique,08-10-2020,303.755,2.176
Mozambique,09-10-2020,308.394,2.176
Mozambique,10-10-2020,311.69,2.208
Mozambique,11-10-2020,314.953,2.24
Mozambique,12-10-2020,319.976,2.272
Mozambique,13-10-2020,322.76,2.304
Mozambique,14-10-2020,328.199,2.336
Mozambique,15-10-2020,332.486,2.336
Mozambique,16-10-2020,337.125,2.336
Mozambique,17-10-2020,339.525,2.336
Mozambique,18-10-2020,342.564,2.368
Mozambique,19-10-2020,347.652,2.4
Mozambique,20-10-2020,354.498,2.4
Mozambique,21-10-2020,358.018,2.496
Mozambique,22-10-2020,362.529,2.528
Mozambique,23-10-2020,369.824,2.592
Mozambique,24-10-2020,375.871,2.624
Mozambique,25-10-2020,380.574,2.72
Mozambique,26-10-2020,383.485,2.752
Mozambique,27-10-2020,389.084,2.816
Mozambique,28-10-2020,392.668,2.848
Mozambique,29-10-2020,397.211,2.911
Mozambique,30-10-2020,400.73,2.911
Mozambique,31-10-2020,408.793,2.911
Mozambique,01-11-2020,411.736,2.943
Mozambique,02-11-2020,415.544,2.975
Mozambique,03-11-2020,420.087,3.007
Mozambique,04-11-2020,422.391,3.039
Mozambique,05-11-2020,424.982,3.039
Mozambique,06-11-2020,428.437,3.103
Mozambique,07-11-2020,431.445,3.167
Mozambique,08-11-2020,434.388,3.167
Mozambique,09-11-2020,440.499,3.167
Mozambique,10-11-2020,442.259,3.167
Mozambique,11-11-2020,442.259,3.167
Mozambique,12-11-2020,445.075,3.327
Mozambique,13-11-2020,450.93,3.327
Mozambique,14-11-2020,455.185,3.519
Mozambique,15-11-2020,458.8,3.519
Mozambique,16-11-2020,462.256,3.615
Mozambique,17-11-2020,464.367,3.711
Mozambique,18-11-2020,466.031,3.775
Mozambique,19-11-2020,466.031,3.775
Mozambique,20-11-2020,471.054,3.839
Mozambique,21-11-2020,475.981,3.871
Mozambique,22-11-2020,479.309,3.935
Mozambique,23-11-2020,481.1,3.967
Mozambique,24-11-2020,483.404,4.031
Mozambique,25-11-2020,487.307,4.063
Mozambique,26-11-2020,489.579,4.095
Mozambique,27-11-2020,494.858,4.095
Mozambique,28-11-2020,496.106,4.095
Myanmar,17-03-2020,,
Myanmar,23-03-2020,,
Myanmar,24-03-2020,0.037,
Myanmar,25-03-2020,0.055,
Myanmar,26-03-2020,0.055,
Myanmar,27-03-2020,0.092,
Myanmar,28-03-2020,0.092,
Myanmar,29-03-2020,0.147,
Myanmar,30-03-2020,0.147,
Myanmar,31-03-2020,0.257,
Myanmar,01-04-2020,0.276,0.018
Myanmar,02-04-2020,0.294,0.018
Myanmar,03-04-2020,0.368,0.018
Myanmar,04-04-2020,0.368,0.018
Myanmar,05-04-2020,0.386,0.018
Myanmar,06-04-2020,0.386,0.018
Myanmar,07-04-2020,0.404,0.018
Myanmar,08-04-2020,0.404,0.018
Myanmar,09-04-2020,0.404,0.055
Myanmar,10-04-2020,0.496,0.055
Myanmar,11-04-2020,0.515,0.055
Myanmar,12-04-2020,0.57,0.055
Myanmar,13-04-2020,0.754,0.074
Myanmar,14-04-2020,1.14,0.074
Myanmar,15-04-2020,1.36,0.074
Myanmar,16-04-2020,1.36,0.074
Myanmar,17-04-2020,1.562,0.074
Myanmar,18-04-2020,1.728,0.092
Myanmar,19-04-2020,1.967,0.092
Myanmar,20-04-2020,2.04,0.092
Myanmar,21-04-2020,2.187,0.092
Myanmar,22-04-2020,2.224,0.092
Myanmar,23-04-2020,2.334,0.092
Myanmar,24-04-2020,2.426,0.092
Myanmar,25-04-2020,2.647,0.092
Myanmar,26-04-2020,2.683,0.092
Myanmar,27-04-2020,2.683,0.092
Myanmar,28-04-2020,2.683,0.092
Myanmar,29-04-2020,2.757,0.092
Myanmar,30-04-2020,2.757,0.11
Myanmar,01-05-2020,2.775,0.11
Myanmar,02-05-2020,2.775,0.11
Myanmar,03-05-2020,2.775,0.11
Myanmar,04-05-2020,2.849,0.11
Myanmar,05-05-2020,2.959,0.11
Myanmar,06-05-2020,2.959,0.11
Myanmar,07-05-2020,2.977,0.11
Myanmar,08-05-2020,3.235,0.11
Myanmar,09-05-2020,3.253,0.11
Myanmar,10-05-2020,3.271,0.11
Myanmar,11-05-2020,3.308,0.11
Myanmar,12-05-2020,3.308,0.11
Myanmar,13-05-2020,3.308,0.11
Myanmar,14-05-2020,3.327,0.11
Myanmar,15-05-2020,3.327,0.11
Myanmar,16-05-2020,3.345,0.11
Myanmar,17-05-2020,3.345,0.11
Myanmar,18-05-2020,3.437,0.11
Myanmar,19-05-2020,3.51,0.11
Myanmar,20-05-2020,3.547,0.11
Myanmar,21-05-2020,3.657,0.11
Myanmar,22-05-2020,3.657,0.11
Myanmar,23-05-2020,3.694,0.11
Myanmar,24-05-2020,3.694,0.11
Myanmar,25-05-2020,3.694,0.11
Myanmar,26-05-2020,3.731,0.11
Myanmar,27-05-2020,3.786,0.11
Myanmar,28-05-2020,3.786,0.11
Myanmar,29-05-2020,3.786,0.11
Myanmar,30-05-2020,4.117,0.11
Myanmar,31-05-2020,4.117,0.11
Myanmar,01-06-2020,4.19,0.11
Myanmar,02-06-2020,4.19,0.11
Myanmar,03-06-2020,4.282,0.11
Myanmar,04-06-2020,4.301,0.11
Myanmar,05-06-2020,4.337,0.11
Myanmar,06-06-2020,4.337,0.11
Myanmar,07-06-2020,4.411,0.11
Myanmar,08-06-2020,4.466,0.11
Myanmar,09-06-2020,4.484,0.11
Myanmar,10-06-2020,4.521,0.11
Myanmar,11-06-2020,4.576,0.11
Myanmar,12-06-2020,4.797,0.11
Myanmar,13-06-2020,4.797,0.11
Myanmar,14-06-2020,4.797,0.11
Myanmar,15-06-2020,4.815,0.11
Myanmar,16-06-2020,4.815,0.11
Myanmar,17-06-2020,4.815,0.11
Myanmar,18-06-2020,4.834,0.11
Myanmar,19-06-2020,5.256,0.11
Myanmar,20-06-2020,5.256,0.11
Myanmar,21-06-2020,5.275,0.11
Myanmar,22-06-2020,5.33,0.11
Myanmar,23-06-2020,5.348,0.11
Myanmar,24-06-2020,5.367,0.11
Myanmar,25-06-2020,5.385,0.11
Myanmar,26-06-2020,5.385,0.11
Myanmar,27-06-2020,5.385,0.11
Myanmar,28-06-2020,5.44,0.11
Myanmar,29-06-2020,5.495,0.11
Myanmar,30-06-2020,5.495,0.11
Myanmar,01-07-2020,5.495,0.11
Myanmar,02-07-2020,5.587,0.11
Myanmar,03-07-2020,5.587,0.11
Myanmar,04-07-2020,5.624,0.11
Myanmar,05-07-2020,5.753,0.11
Myanmar,06-07-2020,5.753,0.11
Myanmar,07-07-2020,5.808,0.11
Myanmar,08-07-2020,5.808,0.11
Myanmar,09-07-2020,5.845,0.11
Myanmar,10-07-2020,5.9,0.11
Myanmar,11-07-2020,5.992,0.11
Myanmar,12-07-2020,6.065,0.11
Myanmar,13-07-2020,6.083,0.11
Myanmar,14-07-2020,6.175,0.11
Myanmar,15-07-2020,6.194,0.11
Myanmar,16-07-2020,6.194,0.11
Myanmar,17-07-2020,6.23,0.11
Myanmar,18-07-2020,6.23,0.11
Myanmar,19-07-2020,6.267,0.11
Myanmar,20-07-2020,6.267,0.11
Myanmar,21-07-2020,6.267,0.11
Myanmar,22-07-2020,6.267,0.11
Myanmar,23-07-2020,6.304,0.11
Myanmar,24-07-2020,6.304,0.11
Myanmar,25-07-2020,6.359,0.11
Myanmar,26-07-2020,6.414,0.11
Myanmar,27-07-2020,6.433,0.11
Myanmar,28-07-2020,6.433,0.11
Myanmar,29-07-2020,6.451,0.11
Myanmar,30-07-2020,6.488,0.11
Myanmar,31-07-2020,6.488,0.11
Myanmar,01-08-2020,6.488,0.11
Myanmar,02-08-2020,6.488,0.11
Myanmar,03-08-2020,6.488,0.11
Myanmar,04-08-2020,6.525,0.11
Myanmar,05-08-2020,6.543,0.11
Myanmar,06-08-2020,6.561,0.11
Myanmar,07-08-2020,6.598,0.11
Myanmar,08-08-2020,6.598,0.11
Myanmar,09-08-2020,6.598,0.11
Myanmar,10-08-2020,6.616,0.11
Myanmar,11-08-2020,6.616,0.11
Myanmar,12-08-2020,6.616,0.11
Myanmar,13-08-2020,6.635,0.11
Myanmar,14-08-2020,6.782,0.11
Myanmar,15-08-2020,6.874,0.11
Myanmar,16-08-2020,6.874,0.11
Myanmar,17-08-2020,6.892,0.11
Myanmar,18-08-2020,6.911,0.11
Myanmar,19-08-2020,6.966,0.11
Myanmar,20-08-2020,7.278,0.11
Myanmar,21-08-2020,7.517,0.11
Myanmar,22-08-2020,7.995,0.11
Myanmar,23-08-2020,8.16,0.11
Myanmar,24-08-2020,8.509,0.11
Myanmar,25-08-2020,8.712,0.11
Myanmar,26-08-2020,9.263,0.11
Myanmar,27-08-2020,10.77,0.11
Myanmar,28-08-2020,11.542,0.11
Myanmar,29-08-2020,12.057,0.11
Myanmar,30-08-2020,13.766,0.11
Myanmar,31-08-2020,14.464,0.11
Myanmar,01-09-2020,16.302,0.11
Myanmar,02-09-2020,17.24,0.11
Myanmar,03-09-2020,19.445,0.11
Myanmar,04-09-2020,20.823,0.129
Myanmar,05-09-2020,22.349,0.129
Myanmar,06-09-2020,24.242,0.147
Myanmar,07-09-2020,26.907,0.147
Myanmar,08-09-2020,29.59,0.147
Myanmar,09-09-2020,33.211,0.221
Myanmar,10-09-2020,36.923,0.257
Myanmar,11-09-2020,41.629,0.257
Myanmar,12-09-2020,44.937,0.276
Myanmar,13-09-2020,51.388,0.294
Myanmar,14-09-2020,55.413,0.441
Myanmar,15-09-2020,60.632,0.588
Myanmar,16-09-2020,66.826,0.717
Myanmar,17-09-2020,71.568,0.845
Myanmar,18-09-2020,79.012,1.121
Myanmar,19-09-2020,84.93,1.378
Myanmar,20-09-2020,96.729,1.489
Myanmar,21-09-2020,106.69,1.728
Myanmar,22-09-2020,118.931,1.838
Myanmar,23-09-2020,127.9,2.132
Myanmar,24-09-2020,143.853,2.444
Myanmar,25-09-2020,156.498,2.849
Myanmar,26-09-2020,167.47,3.198
Myanmar,27-09-2020,183.625,3.639
Myanmar,28-09-2020,197.281,4.154
Myanmar,29-09-2020,213.767,4.705
Myanmar,30-09-2020,228.36,5.22
Myanmar,01-10-2020,245.783,5.698
Myanmar,02-10-2020,264.346,5.9
Myanmar,03-10-2020,285.335,6.488
Myanmar,04-10-2020,303.309,6.819
Myanmar,05-10-2020,327.037,7.572
Myanmar,06-10-2020,345.177,8.16
Myanmar,07-10-2020,368.187,8.657
Myanmar,08-10-2020,393.918,9.373
Myanmar,09-10-2020,412.518,9.833
Myanmar,10-10-2020,439.369,10.403
Myanmar,11-10-2020,479.031,10.991
Myanmar,12-10-2020,514.135,11.873
Myanmar,13-10-2020,538.763,12.204
Myanmar,14-10-2020,559.403,12.737
Myanmar,15-10-2020,575.724,13.453
Myanmar,16-10-2020,594.58,14.06
Myanmar,17-10-2020,615.477,14.685
Myanmar,18-10-2020,640.969,15.402
Myanmar,19-10-2020,662.105,16.174
Myanmar,20-10-2020,683.792,16.798
Myanmar,21-10-2020,707.63,17.368
Myanmar,22-10-2020,729.575,17.864
Myanmar,23-10-2020,753.688,18.471
Myanmar,24-10-2020,778.628,19.077
Myanmar,25-10-2020,804.782,19.592
Myanmar,26-10-2020,822.903,20.125
Myanmar,27-10-2020,849.112,20.621
Myanmar,28-10-2020,876.056,21.081
Myanmar,29-10-2020,901.896,21.54
Myanmar,30-10-2020,926.359,22.036
Myanmar,31-10-2020,946.447,22.404
Myanmar,01-11-2020,968.686,22.735
Myanmar,02-11-2020,981.533,23.121
Myanmar,03-11-2020,1003.624,23.562
Myanmar,04-11-2020,1025.624,24.021
Myanmar,05-11-2020,1046.503,24.444
Myanmar,06-11-2020,1064.79,24.848
Myanmar,07-11-2020,1089.455,25.29
Myanmar,08-11-2020,1109.139,25.657
Myanmar,09-11-2020,1128.051,26.098
Myanmar,10-11-2020,1139.041,26.411
Myanmar,11-11-2020,1162.309,26.852
Myanmar,12-11-2020,1184.585,27.201
Myanmar,13-11-2020,1205.629,27.716
Myanmar,14-11-2020,1226.507,28.193
Myanmar,15-11-2020,1249.977,28.524
Myanmar,16-11-2020,1268.044,28.984
Myanmar,17-11-2020,1289.492,29.388
Myanmar,18-11-2020,1318.329,29.866
Myanmar,19-11-2020,1347.588,30.325
Myanmar,20-11-2020,1376.26,30.803
Myanmar,21-11-2020,1404.416,31.152
Myanmar,22-11-2020,1430.772,31.649
Myanmar,23-11-2020,1456.466,31.961
Myanmar,24-11-2020,1479.605,32.439
Myanmar,25-11-2020,1511.419,32.788
Myanmar,26-11-2020,1535.863,33.266
Myanmar,27-11-2020,1565.986,33.928
Myanmar,28-11-2020,1592.232,34.277
Namibia,15-03-2020,0.787,
Namibia,16-03-2020,0.787,
Namibia,17-03-2020,0.787,
Namibia,18-03-2020,0.787,
Namibia,19-03-2020,0.787,
Namibia,20-03-2020,0.787,
Namibia,21-03-2020,1.181,
Namibia,22-03-2020,1.181,
Namibia,23-03-2020,1.181,
Namibia,24-03-2020,1.181,
Namibia,25-03-2020,1.181,
Namibia,26-03-2020,1.574,
Namibia,27-03-2020,3.148,
Namibia,28-03-2020,3.148,
Namibia,29-03-2020,3.148,
Namibia,30-03-2020,4.329,
Namibia,31-03-2020,4.329,
Namibia,01-04-2020,4.329,
Namibia,02-04-2020,5.116,
Namibia,03-04-2020,5.116,
Namibia,04-04-2020,5.51,
Namibia,05-04-2020,5.51,
Namibia,06-04-2020,6.297,
Namibia,07-04-2020,6.297,
Namibia,08-04-2020,6.297,
Namibia,09-04-2020,6.297,
Namibia,10-04-2020,6.297,
Namibia,11-04-2020,6.297,
Namibia,12-04-2020,6.297,
Namibia,13-04-2020,6.297,
Namibia,14-04-2020,6.297,
Namibia,15-04-2020,6.297,
Namibia,16-04-2020,6.297,
Namibia,17-04-2020,6.297,
Namibia,18-04-2020,6.297,
Namibia,19-04-2020,6.297,
Namibia,20-04-2020,6.297,
Namibia,21-04-2020,6.297,
Namibia,22-04-2020,6.297,
Namibia,23-04-2020,6.297,
Namibia,24-04-2020,6.297,
Namibia,25-04-2020,6.297,
Namibia,26-04-2020,6.297,
Namibia,27-04-2020,6.297,
Namibia,28-04-2020,6.297,
Namibia,29-04-2020,6.297,
Namibia,30-04-2020,6.297,
Namibia,01-05-2020,6.297,
Namibia,02-05-2020,6.297,
Namibia,03-05-2020,6.297,
Namibia,04-05-2020,6.297,
Namibia,05-05-2020,6.297,
Namibia,06-05-2020,6.297,
Namibia,07-05-2020,6.297,
Namibia,08-05-2020,6.297,
Namibia,09-05-2020,6.297,
Namibia,10-05-2020,6.297,
Namibia,11-05-2020,6.297,
Namibia,12-05-2020,6.297,
Namibia,13-05-2020,6.297,
Namibia,14-05-2020,6.297,
Namibia,15-05-2020,6.297,
Namibia,16-05-2020,6.297,
Namibia,17-05-2020,6.297,
Namibia,18-05-2020,6.297,
Namibia,19-05-2020,6.297,
Namibia,20-05-2020,6.297,
Namibia,21-05-2020,6.297,
Namibia,22-05-2020,7.084,
Namibia,23-05-2020,7.478,
Namibia,24-05-2020,7.871,
Namibia,25-05-2020,8.265,
Namibia,26-05-2020,8.265,
Namibia,27-05-2020,8.265,
Namibia,28-05-2020,8.658,
Namibia,29-05-2020,8.658,
Namibia,30-05-2020,9.052,
Namibia,31-05-2020,9.052,
Namibia,01-06-2020,9.445,
Namibia,02-06-2020,9.839,
Namibia,03-06-2020,9.839,
Namibia,04-06-2020,9.839,
Namibia,05-06-2020,9.839,
Namibia,06-06-2020,9.839,
Namibia,07-06-2020,11.413,
Namibia,08-06-2020,11.413,
Namibia,09-06-2020,12.2,
